Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, ,
1867,Quebec,PORTNEUF, DERY Unknown,,718,41.12,,
1867,Quebec,PORTNEUF, DUBORD Unknown,,1,0.06,,
1867,Quebec,QUEBEC COUNTY,Hon. Pierre J.O. CHAUVEAU Conservative,lawyer,accl.,NA,,
1867,Quebec,QUEBEC EAST,Pierre Gabriel HUOT Liberal,notary,accl.,NA,,
1867,Quebec,QUEBEC WEST,Thomas MCGREEVEY Liberal-Conservative,contractor,accl.,NA,,
1867,Quebec,QUEBEC-CENTRE,Georges Honoré SIMARD Conservative,manufacturer,1291,99.46,,
1867,Quebec,QUEBEC-CENTRE, GARNEAU Unknown,,5,0.39,,
1867,Quebec,QUEBEC-CENTRE, BLANCHET Unknown,,2,0.15,,
1867,Quebec,RICHELIEU,Thomas MCCARTHY Conservative,businessman,777,41.95,,
1867,Quebec,RICHELIEU, PERRAULT Unknown,,625,33.75,,
1867,Quebec,RICHELIEU, GÉLINAS Unknown,,450,24.3,,
1867,Quebec,RICHMOND--WOLFE,William Hoste WEBB Conservative,lawyer,1137,55.74,,
1867,Quebec,RICHMOND--WOLFE, BEIQUE Unknown,,903,44.26,,
1867,Quebec,RIMOUSKI,Georges SYLVAIN Conservative,merchant,1152,62.3,,
1867,Quebec,RIMOUSKI,Augustin MICHAUD Unknown,lawyer,697,37.7,,
1867,Quebec,ROUVILLE,"Guillaume CHEVAL, alias SAINT-JACQUES Liberal",merchant,1236,60,,
1867,Quebec,ROUVILLE, POULIN Unknown,physician,824,40,,
1867,Quebec,SAINT MAURICE,Louis-Léon Lesieur DÉSAULNIERS Conservative,physician,accl.,NA,,
1867,Quebec,SHEFFORD,Hon. Lucius Seth HUNTINGTON Liberal,lawyer,1317,57.06,,
1867,Quebec,SHEFFORD, PARMELEE Unknown,,991,42.94,,
1867,Quebec,SHERBROOKE (TOWN OF),Hon. Alexander Tilloch GALT Liberal-Conservative,businessman,accl.,NA,,
1867,Quebec,SOULANGES,Luc-Hypolite MASSON Conservative,physician,729,60.8,,
1867,Quebec,SOULANGES, GUINDON Unknown,,470,39.2,,
1867,Quebec,ST. HYACINTHE,Hon. A.E. KIERZKOWSKI Liberal,engineer,1107,54.37,,
1867,Quebec,ST. HYACINTHE,R. RAYMOND Unknown,,929,45.63,,
1867,Quebec,ST. JOHN'S,François BOURASSA Liberal,militia captain,696,53.7,,
1867,Quebec,ST. JOHN'S, LABERGE Unknown,lawyer,600,46.3,,
1867,Quebec,STANSTEAD,Charles C. COLBY Liberal-Conservative,lawyer,814,56.92,,
1867,Quebec,STANSTEAD, KNIGHT Unknown,,616,43.08,,
1867,Quebec,TÉMISCOUATA,Charles-Fréderic-Adolphe BERTRAND Conservative,merchant,accl.,NA,,
1867,Quebec,TERREBONNE,Louis-François-Rodrigue MASSON Conservative,lawyer,accl.,NA,,
1867,Quebec,THREE RIVERS,Charles BOUCHER DE NIVERVILLE Conservative,lawyer,277,65.95,,
1867,Quebec,THREE RIVERS, GENEST Unknown,,143,34.05,,
1867,Quebec,TWO MOUNTAINS,Jean-Baptiste DAOUST Conservative,farmer,accl.,NA,,
1867,Quebec,VAUDREUIL,Donald MCMILLAN Conservative,flour and feed dealer,accl.,NA,,
1867,Quebec,VERCHÈRES,Félix GEOFFRION Liberal,notary,831,52.9,,
1867,Quebec,VERCHÈRES, MASSUE Unknown,,740,47.1,,
1867,Quebec,YAMASKA,Moïse FORTIER Liberal,merchant,797,51.19,,
1867,Quebec,YAMASKA,Joseph Albert Norbert PROVENCHER Conservative,editor,760,48.81,,
1867,Quebec,HUNTINGDON,John ROSE Liberal-Conservative,lawyer,accl.,NA,,
1867,Quebec,MONTMORENCY,Jean LANGLOIS Conservative,lawyer,766,99.61,,
1867,Quebec,MONTMORENCY,M. LEFRANÇOIS Unknown,,3,0.39,,
1868,New Brunswick,RESTIGOUCHE,William Murray CALDWELL Liberal,merchant,353,53.57,,
1868,New Brunswick,RESTIGOUCHE,George MOFFATT Conservative,merchant,306,46.43,,
1868,Ontario,LINCOLN,Thomas Rodman MERRITT Liberal,miller,720,85.71,,
1868,Ontario,LINCOLN,O.S. PHILLIPS Unknown,,120,14.29,,
1868,Quebec,MONTREAL WEST,Michael Patrick RYAN Liberal-Conservative,merchant,accl.,NA,,
1868,Ontario,YORK WEST,Amos WRIGHT Liberal,farmer,654,72.43,,
1868,Ontario,YORK WEST,John BELL Unknown,lawyer,249,27.57,,
1868,Quebec,THREE RIVERS,William MCDOUGALL Conservative,lawyer,accl.,NA,,
1868,New Brunswick,YORK,John PICKARD Independent Liberal,lumber merchant,accl.,NA,,
1868,Quebec,SAINT MAURICE,Elie LACERTE Conservative,physician,679,61.84,,
1868,Quebec,SAINT MAURICE,E. GÉRIN Unknown,,419,38.16,,
1868,New Brunswick,NORTHUMBERLAND,Richard HUTCHISON Liberal,lumber merchant,1133,55.9,,
1868,New Brunswick,NORTHUMBERLAND, GOUGH Unknown,,894,44.1,,
1869,Ontario,WELLINGTON CENTRE,James ROSS Liberal,farmer,accl.,NA,,
1869,Quebec,KAMOURASKA,Charles-Alphonse-Pantaléon PELLETIER Liberal,lawyer,1149,50.98,,
1869,Quebec,KAMOURASKA,Adolphe-Basile ROUTHIER Conservative,,1105,49.02,,
1869,Nova Scotia,RICHMOND,Isaac LE VESCONTE Conservative,merchant,560,62.71,,
1869,Nova Scotia,RICHMOND,W.A. HENRY Unknown,lawyer,333,37.29,,
1869,Nova Scotia,YARMOUTH,Frank KILLAM Liberal,shipowner,1220,67.11,,
1869,Nova Scotia,YARMOUTH,N.P. CLEMENTS Unknown,,598,32.89,,
1869,Nova Scotia,HANTS,Joseph HOWE Liberal-Conservative,editor,1512,57.25,,
1869,Nova Scotia,HANTS,Monson Henry GOUDGE Liberal,merchant,1129,42.75,,
1869,Ontario,RENFREW SOUTH,John Lorn MCDOUGALL Liberal,mill owner,482,64.61,,
1869,Ontario,RENFREW SOUTH,Malcolm CAMERON Liberal,lumber merchant,264,35.39,,
1869,Quebec,L'ISLET,Barthélemy POULIOT Conservative,merchant,697,60.24,,
1869,Quebec,L'ISLET,L.B. CARON Unknown,,460,39.76,,
1869,Nova Scotia,COLCHESTER,Adams George ARCHIBALD Liberal-Conservative,lawyer,1585,56.31,,
1869,Nova Scotia,COLCHESTER,Frederick M. PEARSON Liberal,merchant,1230,43.69,,
1869,Quebec,HUNTINGDON,Julius SCRIVER Liberal,mill and tannery owner,accl.,NA,,
1869,Ontario,RENFREW NORTH,Francis HINCKS Liberal-Conservative,editor,560,56,,
1869,Ontario,RENFREW NORTH,James FINDLAY Liberal,editor,440,44,,
1869,Ontario,LANARK SOUTH,Alexander MORRIS Conservative,lawyer,accl.,NA,,
1869,Quebec,BROME,Christopher DUNKIN Conservative,lawyer,accl.,NA,,
1870,Ontario,FRONTENAC,George Airey KIRKPATRICK Conservative,lawyer,869,62.7,,
1870,Ontario,FRONTENAC,James Strachan CARTWRIGHT Unknown,barrister,517,37.3,,
1870,Nova Scotia,CUMBERLAND,Charles TUPPER Conservative,physician,accl.,NA,,
1870,Nova Scotia,KINGS,Leverett de Veber CHIPMAN Liberal,hardware merchant,accl.,NA,,
1870,Quebec,MISSISQUOI,George Barnard BAKER Liberal-Conservative,lawyer,975,51.37,,
1870,Quebec,MISSISQUOI,Haskell A. HOGELL Unknown,,923,48.63,,
1870,Quebec,QUEBEC EAST,"Adolphe GUILLET, dit TOURANGEAU Conservative",notary,1092,54.41,,
1870,Quebec,QUEBEC EAST,P.A. VALIN Unknown,,915,45.59,,
1870,Quebec,BELLECHASSE,Télesphore FOURNIER Liberal,newspaper editor,accl.,NA,,
1870,Quebec,ST. HYACINTHE,Louis DELORME Liberal,lawyer,accl.,NA,,
1870,Nova Scotia,COLCHESTER,Frederick M. PEARSON Liberal,merchant,1672,86.19,,
1870,Nova Scotia,COLCHESTER,R. CHAMBERS Unknown,,268,13.81,,
1870,Quebec,RICHELIEU,Georges Isidore BARTHE Independent Conservative,lawyer,1194,58.44,,
1870,Quebec,RICHELIEU,J.G. CRÉBASSA Unknown,,849,41.56,,
1870,New Brunswick,RESTIGOUCHE,George MOFFATT Conservative,merchant,411,63.82,,
1870,New Brunswick,RESTIGOUCHE,A.C. DES BRISAY Unknown,,233,36.18,,
1871,Manitoba,LISGAR,John Christian SCHULTZ Conservative,physician,315,82.89,,
1871,Manitoba,LISGAR,Colin INKSTER Unknown,,65,17.11,,
1871,Manitoba,MARQUETTE,Angus MCKAY Conservative,,282,50,,
1871,Manitoba,MARQUETTE,James S. LYNCH Liberal,physician,282,50,,
1871,Manitoba,SELKIRK,Donald Alexander SMITH Independent Conservative,Hudson's Bay Co. employee,239,69.88,,
1871,Manitoba,SELKIRK,John TAYLOR Unknown,,103,30.12,,
1871,Manitoba,PROVENCHER,Pierre DELORME Conservative,farmer,172,85.57,,
1871,Manitoba,PROVENCHER,William DEASE Liberal,,29,14.43,,
1871,Ontario,HASTINGS EAST,John WHITE Conservative,machinist,accl.,NA,,
1871,Ontario,ALGOMA,Frederick William CUMBERLAND Conservative,,accl.,NA,,
1871,Quebec,MONTCALM,Firmin DUGAS Conservative,miller,accl.,NA,,
1871,Quebec,COMPTON,John Henry POPE Liberal-Conservative,investor and promoter,accl.,NA,,
1871,Quebec,BROME,Edward CARTER Conservative,lawyer,accl.,NA,,
1871,British Columbia,VICTORIA DISTRICT,Amor DE COSMOS Liberal,editor,accl.,NA,,
1871,British Columbia,VICTORIA DISTRICT,Henry Jr. NATHAN Liberal,businessman,accl.,NA,,
1871,British Columbia,NEW WESTMINSTER DISTRICT,Hugh NELSON Liberal-Conservative,lumber merchant,125,83.89,,
1871,British Columbia,NEW WESTMINSTER DISTRICT, SCOTT Unknown,,24,16.11,,
1871,British Columbia,VANCOUVER ISLAND,Robert WALLACE Conservative,commission merchant,137,57.32,,
1871,British Columbia,VANCOUVER ISLAND,John JESSOP Unknown,,102,42.68,,
1871,British Columbia,CARIBOO DISTRICT,Joshua Spencer THOMPSON Liberal-Conservative,journalist,accl.,NA,,
1871,British Columbia,YALE DISTRICT,Charles Frederick HOUGHTON Liberal,farmer,accl.,NA,,
1872,British Columbia,CARIBOO,Joshua Spencer THOMPSON Liberal-Conservative,journalist,accl.,NA,,
1872,British Columbia,NEW WESTMINSTER,Hugh NELSON Liberal-Conservative,lumber merchant,accl.,NA,,
1872,British Columbia,VANCOUVER,Francis HINCKS Liberal-Conservative,editor,accl.,NA,,
1872,British Columbia,VICTORIA,Henry Jr. NATHAN Liberal,businessman,402,44.97,,
1872,British Columbia,VICTORIA,Amor DE COSMOS Liberal,editor,398,44.52,,
1872,British Columbia,VICTORIA,R. BEAVEN Unknown,,94,10.51,,
1872,British Columbia,YALE,Edgar DEWDNEY Conservative,civil engineer,43,69.35,,
1872,British Columbia,YALE,Robt. SMITH Unknown,,19,30.65,,
1872,Manitoba,LISGAR,John Christian SCHULTZ Conservative,physician,273,68.08,,
1872,Manitoba,LISGAR,E.H.G.G. HAY Unknown,miller,128,31.92,,
1872,Manitoba,MARQUETTE,Robert CUNNINGHAM Liberal,editor,393,67.29,,
1872,Manitoba,MARQUETTE,Hon. J. NORQUAY Conservative,farmer,115,19.69,,
1872,Manitoba,MARQUETTE,J.S. LYNCH Liberal,physician,71,12.16,,
1872,Manitoba,MARQUETTE,P. BRELAND Unknown,merchant,5,0.86,,
1872,Manitoba,PROVENCHER,Hon. Sir George Étienne CARTIER Liberal-Conservative,lawyer,accl.,NA,,
1872,Manitoba,SELKIRK,Donald A. SMITH Independent Conservative,Hudson's Bay Co. employee,258,80.63,,
1872,Manitoba,SELKIRK,A.E. WILSON Unknown,,62,19.38,,
1872,Manitoba,SELKIRK,J. SUTHERLAND Unknown,,0,0,,
1872,Manitoba,SELKIRK,S. MULVEY Unknown,,0,0,,
1872,New Brunswick,ALBERT,John WALLACE Liberal,farmer,847,53.1,,
1872,New Brunswick,ALBERT, CALHOUN Unknown,,748,46.9,,
1872,New Brunswick,CARLETON,Hon. Charles CONNELL Liberal,general merchant,accl.,NA,,
1872,New Brunswick,CHARLOTTE,John MCADAM Liberal-Conservative,lumber merchant,1551,53.85,,
1872,New Brunswick,CHARLOTTE, GILLMOR Liberal,lumberman,1329,46.15,,
1872,New Brunswick,CITY AND COUNTY OF ST. JOHN,Isaac BURPEE Liberal,businessman,3249,42.14,,
1872,New Brunswick,CITY AND COUNTY OF ST. JOHN,Acalus Lockwood PALMER Liberal,lawyer,2204,28.59,,
1872,New Brunswick,CITY AND COUNTY OF ST. JOHN,Wm. ELDER Unknown,,1771,22.97,,
1872,New Brunswick,CITY AND COUNTY OF ST. JOHN,D.S. KERR Unknown,,486,6.3,,
1872,New Brunswick,CITY OF ST. JOHN,Hon. Samuel Leonard TILLEY Liberal-Conservative,druggist,1765,59.03,,
1872,New Brunswick,CITY OF ST. JOHN,J.S.B. DE VEBER Unknown,,1225,40.97,,
1872,New Brunswick,GLOUCESTER,Timothy Warren ANGLIN Liberal,editor,1436,80.81,,
1872,New Brunswick,GLOUCESTER, DESBRISAY Unknown,,339,19.08,,
1872,New Brunswick,GLOUCESTER, MACKAY Unknown,,2,0.11,,
1872,New Brunswick,KENT,Robert Barry CUTLER Liberal,assistant paymaster,1381,52.37,,
1872,New Brunswick,KENT,A. RENAUD Liberal,farmer,1256,47.63,,
1872,New Brunswick,KING'S,James DOMVILLE Conservative,merchant,1507,46.98,,
1872,New Brunswick,KING'S,L.N. SHARP Unknown,physician,1044,32.54,,
1872,New Brunswick,KING'S,J.E.B. MCCREADY Unknown,journalist,657,20.48,,
1872,New Brunswick,NORTHUMBERLAND,Hon. Peter MITCHELL Independent,lawyer,accl.,NA,,
1872,New Brunswick,QUEEN'S,John FARRIS Liberal,lumber merchant,accl.,NA,,
1872,New Brunswick,RESTIGOUCHE,George MOFFATT Conservative,merchant,593,77.82,,
1872,New Brunswick,RESTIGOUCHE,A. MCKENZIE Unknown,,144,18.9,,
1872,New Brunswick,RESTIGOUCHE,J.C. BARBERIE Unknown,,25,3.28,,
1872,New Brunswick,SUNBURY,Charles BURPEE Liberal,farmer,accl.,NA,,
1872,New Brunswick,VICTORIA,John COSTIGAN Liberal-Conservative,judge,1141,80.35,,
1872,New Brunswick,VICTORIA,H. BOSSÉ Unknown,,279,19.65,,
1872,New Brunswick,WESTMORLAND,Hon. Albert James SMITH Liberal,lawyer,accl.,NA,,
1872,New Brunswick,YORK,John PICKARD Independent Liberal,lumber merchant,accl.,NA,,
1872,Nova Scotia,ANNAPOLIS,William Hallett RAY Liberal,farmer,1129,52.56,,
1872,Nova Scotia,ANNAPOLIS,A. LONGLEY Conservative,merchant,1019,47.44,,
1872,Nova Scotia,ANTIGONISH,Hugh MCDONALD Liberal-Conservative,lawyer,accl.,NA,,
1872,Nova Scotia,CAPE BRETON,Newton L. MACKAY Conservative,lawyer,1240,30.3,,
1872,Nova Scotia,CAPE BRETON,William MCDONALD Conservative,merchant,1038,25.37,,
1872,Nova Scotia,CAPE BRETON,H. MCLEOD Liberal-Conservative,lawyer,932,22.78,,
1872,Nova Scotia,CAPE BRETON,James MCKEAGNEY Liberal-Conservative,lawyer,882,21.55,,
1872,Nova Scotia,COLCHESTER,Frederick M. PEARSON Liberal,merchant,1634,57.47,,
1872,Nova Scotia,COLCHESTER,J.F. BLANCHARD Unknown,,1209,42.53,,
1872,Nova Scotia,CUMBERLAND,Hon. Charles TUPPER Conservative,physician,1911,74.62,,
1872,Nova Scotia,CUMBERLAND,W.A.D. MORSE Unknown,,650,25.38,,
1872,Nova Scotia,DIGBY,Alfred William SAVARY Conservative,lawyer,accl.,NA,,
1872,Nova Scotia,GUYSBOROUGH,Stewart CAMPBELL Liberal-Conservative,lawyer,accl.,NA,,
1872,Nova Scotia,HALIFAX,William Johnston ALMON Liberal-Conservative,physician,2528,25.55,,
1872,Nova Scotia,HALIFAX,Stephen TOBIN Liberal,commission merchant,2486,25.12,,
1872,Nova Scotia,HALIFAX, POWER Independent Liberal,merchant,2452,24.78,,
1872,Nova Scotia,HALIFAX, JONES Independent,merchant,2430,24.56,,
1872,Nova Scotia,HANTS,Hon. Joseph HOWE Liberal-Conservative,editor,accl.,NA,,
1872,Nova Scotia,INVERNESS,Samuel McDonnell Conservative,lawyer,1293,51.21,,
1872,Nova Scotia,INVERNESS,Dr. CAMERON Liberal-Conservative,physician,1232,48.79,,
1872,Nova Scotia,KINGS,Leverett de Veber CHIPMAN Liberal,hardware merchant,1317,64.88,,
1872,Nova Scotia,KINGS,J.L. WICKWIRE Unknown,,713,35.12,,
1872,Nova Scotia,LUNENBURG,Charles Edward CHURCH Liberal,teacher,1338,52.62,,
1872,Nova Scotia,LUNENBURG,W.H. OWENS Unknown,,1205,47.38,,
1872,Nova Scotia,PICTOU,Robert DOULL Liberal-Conservative,merchant,2328,26.49,,
1872,Nova Scotia,PICTOU,Hon. James MCDONALD Conservative,lawyer,2327,26.48,,
1872,Nova Scotia,PICTOU,J.W. CARMICHAEL Liberal,shipowner,2122,24.15,,
1872,Nova Scotia,PICTOU,J. KITCHEN Unknown,,2011,22.88,,
1872,Nova Scotia,QUEENS,James F. FORBES Liberal,physician,accl.,NA,,
1872,Nova Scotia,RICHMOND,Isaac LE VESCONTE Conservative,merchant,571,65.56,,
1872,Nova Scotia,RICHMOND, KAVANAGH Unknown,,300,34.44,,
1872,Nova Scotia,SHELBURNE,Thomas COFFIN Liberal-Conservative,merchant,accl.,NA,,
1872,Nova Scotia,VICTORIA,William ROSS Liberal,commission merchant,accl.,NA,,
1872,Nova Scotia,YARMOUTH,Frank KILLAM Liberal,shipowner,1176,72.77,,
1872,Nova Scotia,YARMOUTH,W.H. TOWNSEND Unknown,,440,27.23,,
1872,Ontario,ADDINGTON,Schuyler SHIBLEY Liberal-Conservative,farmer,1495,63.78,,
1872,Ontario,ADDINGTON,J.N. LAPUM Conservative,postmaster,849,36.22,,
1872,Ontario,ALGOMA,Hon. John Beverly ROBINSON Conservative,lawyer,300,57.8,,
1872,Ontario,ALGOMA,G.J. Junr. DENISON Unknown,,219,42.2,,
1872,Ontario,BOTHWELL,David MILLS Liberal,lawyer,1727,60.34,,
1872,Ontario,BOTHWELL,C.R. ATKINSON Unknown,,1135,39.66,,
1872,Ontario,BRANT NORTH,Gavin FLEMING Liberal,merchant,882,60.7,,
1872,Ontario,BRANT NORTH,H.A. BAIRD Unknown,,571,39.3,,
1872,Ontario,BRANT SOUTH,William PATERSON Liberal,biscuit manufacturer,1378,55.25,,
1872,Ontario,BRANT SOUTH,Hon.Sir F. K.C.M.G.C HINCKS Liberal-Conservative,statesman,1116,44.75,,
1872,Ontario,BROCKVILLE,Jacob Dockstader BUELL Liberal,lawyer,804,50.34,,
1872,Ontario,BROCKVILLE,H. ABBOTT Unknown,,793,49.66,,
1872,Ontario,BRUCE NORTH,John GILLIES Liberal,farmer,974,50.6,,
1872,Ontario,BRUCE NORTH,A. SPROAT Conservative,treasurer,951,49.4,,
1872,Ontario,BRUCE SOUTH,Hon. Edward BLAKE Liberal,lawyer,1878,90.81,,
1872,Ontario,BRUCE SOUTH,Frs HURDON Conservative,grain merchant,190,9.19,,
1872,Ontario,CARDWELL,Hon. John Hillyard CAMERON Conservative,lawyer,1232,54.8,,
1872,Ontario,CARDWELL, BOULTON Unknown,,1016,45.2,,
1872,Ontario,CARLETON, ROCHESTER Conservative,lumber manufacturer,1024,52.97,,
1872,Ontario,CARLETON,J. HOLMES Unknown,provincial land surveyor,901,46.61,,
1872,Ontario,CARLETON,Wm. MONTGOMERY Unknown,,6,0.31,,
1872,Ontario,CARLETON,J. MILLS Unknown,,2,0.1,,
1872,Ontario,CORNWALL,Darby BERGIN Liberal-Conservative,physician,accl.,NA,,
1872,Ontario,DUNDAS,William GIBSON Independent Liberal,miller,1350,51.68,,
1872,Ontario,DUNDAS,J.S. ROSS Liberal-Conservative,mill owner,1262,48.32,,
1872,Ontario,DURHAM EAST,Lewis ROSS Liberal,merchant,1357,54.85,,
1872,Ontario,DURHAM EAST, KIRCHHOFFER Unknown,lawyer,1117,45.15,,
1872,Ontario,DURHAM WEST,Hon. Edward BLAKE Liberal,lawyer,accl.,NA,,
1872,Ontario,ELGIN EAST,William HARVEY Liberal,township and county councillor,1658,52.67,,
1872,Ontario,ELGIN EAST,S. RICE Unknown,,1490,47.33,,
1872,Ontario,ELGIN WEST,George Elliott CASEY Liberal,journalist,1115,52.15,,
1872,Ontario,ELGIN WEST,J.H. MUNROE Conservative,real estate agent and broker,1023,47.85,,
1872,Ontario,ESSEX,Hon. John O'CONNOR Conservative,lawyer,1999,61.75,,
1872,Ontario,ESSEX,A. RANKIN Unknown,,1238,38.25,,
1872,Ontario,FRONTENAC,George Airey KIRKPATRICK Conservative,lawyer,accl.,NA,,
1872,Ontario,GLENGARRY,Donald Alexander MACDONALD Liberal,merchant,1289,86.98,,
1872,Ontario,GLENGARRY,R.H. MACDONALD Unknown,,193,13.02,,
1872,Ontario,GRENVILLE SOUTH,William Henry BROUSE Liberal,physician,951,52.34,,
1872,Ontario,GRENVILLE SOUTH,W. SHANLY Conservative,civil engineer,866,47.66,,
1872,Ontario,GREY EAST,William Kingston FLESHER Conservative,miller,1402,62.06,,
1872,Ontario,GREY EAST,R. MCKNIGHT Unknown,,857,37.94,,
1872,Ontario,GREY NORTH,George SNIDER Liberal,crown lands agent,1124,53.35,,
1872,Ontario,GREY NORTH,J. CHISHOLM Unknown,,983,46.65,,
1872,Ontario,GREY SOUTH,George LANDERKIN Liberal,physician,1150,54.07,,
1872,Ontario,GREY SOUTH,G. JACKSON Conservative,crown lands agent,977,45.93,,
1872,Ontario,HALDIMAND,David THOMSON Liberal,merchant,accl.,NA,,
1872,Ontario,HALTON,John WHITE Liberal,lumber merchant,1414,52.53,,
1872,Ontario,HALTON,G.C. MCKINDSEY Unknown,,1278,47.47,,
1872,Ontario,HAMILTON,Daniel B. CHISHOLM Liberal-Conservative,lawyer,1443,26.07,,
1872,Ontario,HAMILTON,Henry B. WITTON Conservative-Labour,painter,1422,25.69,,
1872,Ontario,HAMILTON, IRVING Liberal,lawyer,1346,24.32,,
1872,Ontario,HAMILTON, MAGILL Liberal,dry goods merchant,1324,23.92,,
1872,Ontario,HASTINGS EAST,John WHITE Conservative,machinist,818,44.92,,
1872,Ontario,HASTINGS EAST,W. FRIZZELL Unknown,,774,42.5,,
1872,Ontario,HASTINGS EAST,Ths. HOLDEN Unknown,,229,12.58,,
1872,Ontario,HASTINGS NORTH,Mackenzie BOWELL Conservative,editor,766,57.81,,
1872,Ontario,HASTINGS NORTH,T.C. WALLBRIDGE Unknown,,559,42.19,,
1872,Ontario,HASTINGS WEST,James BROWN Conservative,businessman,1030,64.17,,
1872,Ontario,HASTINGS WEST,H. PATTERSON Unknown,,575,35.83,,
1872,Ontario,HURON CENTRE,Horace HORTON Liberal,insurance agent,1354,60.94,,
1872,Ontario,HURON CENTRE,J. WHITEHEAD Unknown,,868,39.06,,
1872,Ontario,HURON NORTH,Thomas FARROW Liberal-Conservative,school superintendent,1550,53.28,,
1872,Ontario,HURON NORTH,J. SOMERVILLE Liberal,notary,1359,46.72,,
1872,Ontario,HURON SOUTH,Malcolm Collin CAMERON Liberal,lawyer,1393,51.57,,
1872,Ontario,HURON SOUTH,T. GREENWAY Independent,merchant,1308,48.43,,
1872,Ontario,KENT,Rufus STEPHENSON Conservative,editor,1874,52,,
1872,Ontario,KENT,Wm. S. STRIPP Unknown,vine grower,1730,48,,
1872,Ontario,KINGSTON,"Sir John A., K.B.C., MACDONALD Liberal-Conservative",lawyer,735,54.89,,
1872,Ontario,KINGSTON,John CARRUTHERS Unknown,merchant,604,45.11,,
1872,Ontario,LAMBTON,Hon. Alexander MACKENZIE Liberal,contractor,2190,58.48,,
1872,Ontario,LAMBTON,Alexander VIDAL Conservative,land surveyor,1555,41.52,,
1872,Ontario,LANARK NORTH,Daniel GALBRAITH Liberal,farmer,559,44.61,,
1872,Ontario,LANARK NORTH, ROSAMOND Unknown,,418,33.36,,
1872,Ontario,LANARK NORTH, MACDOUGALL Liberal-Conservative,lawyer,276,22.03,,
1872,Ontario,LANARK SOUTH,John Graham HAGGART Conservative,mill owner,1476,72.42,,
1872,Ontario,LANARK SOUTH, BELL Unknown,,562,27.58,,
1872,Ontario,LEEDS NORTH AND GRENVILLE NORTH,Francis JONES Conservative,civil engineer,963,55.54,,
1872,Ontario,LEEDS NORTH AND GRENVILLE NORTH,G.A. MONTGOMERY Unknown,,771,44.46,,
1872,Ontario,LEEDS SOUTH,Albert N. RICHARDS Liberal,lawyer,1270,50.24,,
1872,Ontario,LEEDS SOUTH,George MORTON Unknown,,1258,49.76,,
1872,Ontario,LENNOX,Richard John CARTWRIGHT Liberal,businessman,1224,70.47,,
1872,Ontario,LENNOX, STEVENSON Unknown,,513,29.53,,
1872,Ontario,LINCOLN,Thomas Rodman MERRITT Liberal,miller,1118,66.83,,
1872,Ontario,LINCOLN,J. MCKOWINS Unknown,,555,33.17,,
1872,Ontario,LONDON,Hon. John CARLING Liberal-Conservative,brewer,1101,58.01,,
1872,Ontario,LONDON, MACMAHON Unknown,,797,41.99,,
1872,Ontario,MIDDLESEX EAST,David GLASS Conservative,lawyer,1890,50.71,,
1872,Ontario,MIDDLESEX EAST, EVANS Unknown,,1837,49.29,,
1872,Ontario,MIDDLESEX NORTH,Thomas SCATCHERD Liberal,lawyer,accl.,NA,,
1872,Ontario,MIDDLESEX WEST,George William ROSS Liberal,schoolteacher,1322,50.94,,
1872,Ontario,MIDDLESEX WEST,A.P. MACDONALD Conservative,contractor,1266,48.79,,
1872,Ontario,MIDDLESEX WEST,G. BILLINGTON Unknown,physician,7,0.27,,
1872,Ontario,MONCK,James David EDGAR Liberal,lawyer,1334,50.78,,
1872,Ontario,MONCK,L. MCCALLUM Liberal-Conservative,shipbuilding contractor,1293,49.22,,
1872,Ontario,MUSKOKA,Alexander P. COCKBURN Liberal,merchant,651,55.12,,
1872,Ontario,MUSKOKA,D'Arcy BOULTON Unknown,,530,44.88,,
1872,Ontario,NIAGARA,Angus MORRISON Conservative,lawyer,300,50.17,,
1872,Ontario,NIAGARA,J.M. CURRIE Unknown,,298,49.83,,
1872,Ontario,NORFOLK NORTH,John CHARLTON Liberal,businessman,1324,50.96,,
1872,Ontario,NORFOLK NORTH,A. WALSH Conservative,civil engineer,1274,49.04,,
1872,Ontario,NORFOLK SOUTH,William WALLACE Conservative,journalist,1208,52.39,,
1872,Ontario,NORFOLK SOUTH,H.J. KILLMASTER Unknown,,1098,47.61,,
1872,Ontario,NORTHUMBERLAND EAST,Joseph KEELER Liberal-Conservative,grain and lumber dealer,1515,51.44,,
1872,Ontario,NORTHUMBERLAND EAST,J.L. BIGGAR Independent Liberal,general merchant,1430,48.56,,
1872,Ontario,NORTHUMBERLAND WEST,Hon. James COCKBURN Conservative,lawyer,accl.,NA,,
1872,Ontario,ONTARIO NORTH,William Henry GIBBS Conservative,manufacturer,1835,53.11,,
1872,Ontario,ONTARIO NORTH,T.H. THOMPSON Liberal,court commissioner,1620,46.89,,
1872,Ontario,ONTARIO SOUTH,Thomas Nicholson GIBBS Liberal-Conservative,merchant,1466,51.64,,
1872,Ontario,ONTARIO SOUTH,P. White TRUEMAN Unknown,,1373,48.36,,
1872,Ontario,ONTARIO SOUTH, WHITE Unknown,,NULL,NA,,
1872,Ontario,OTTAWA (CITY OF),John Bower LEWIS Conservative,lawyer,accl.,NA,,
1872,Ontario,OTTAWA (CITY OF),Joseph Merrill CURRIER Liberal-Conservative,lumberman,accl.,NA,,
