Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, 
2011,Quebec/Québec,Berthier--Maskinongé,Ruth Ellen Brosseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Assistant Manager,22403,39.6,
2011,Quebec/Québec,Berthier--Maskinongé,Guy André ** Bloc Québécois/Bloc Québécois,/Parlementaire,16668,29.4,
2011,Quebec/Québec,Berthier--Maskinongé,Francine Gaudet Liberal/Libéral,/Directrice d'école,8060,14.2,
2011,Quebec/Québec,Berthier--Maskinongé,Marie-Claude Godue Conservative/Conservateur,/Femme d'affaires,7904,14,
2011,Quebec/Québec,Berthier--Maskinongé,Léonie Matteau Green Party/Parti Vert,/Étudiante,1196,2.1,
2011,Quebec/Québec,Berthier--Maskinongé,Martin Jubinville Rhinoceros/Rhinocéros,/Éducateur spécialisé,373,0.7,
2011,Quebec/Québec,Bourassa,Denis Coderre ** Liberal/Libéral,/Parlementaire,15550,40.9,
2011,Quebec/Québec,Bourassa,Julie Demers NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Rédactrice-Traductrice,12270,32.3,
2011,Quebec/Québec,Bourassa,Daniel Mailhot Bloc Québécois/Bloc Québécois,/Directeur adjoint,6105,16.1,
2011,Quebec/Québec,Bourassa,David Azoulay Conservative/Conservateur,/Chiropraticien,3354,8.8,
2011,Quebec/Québec,Bourassa,Tiziana Centazzo Green Party/Parti Vert,/Service à la clientèle,613,1.6,
2011,Quebec/Québec,Bourassa,Geneviève Royer Marxist-Leninist/Marxiste-Léniniste,/Enseignante,121,0.3,
2011,Quebec/Québec,Brome--Missisquoi,Pierre Jacob NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Retraité (professeur),22407,42.6,
2011,Quebec/Québec,Brome--Missisquoi,Denis Paradis Liberal/Libéral,/Avocat,11589,22.1,
2011,Quebec/Québec,Brome--Missisquoi,Christelle Bogosta Bloc Québécois/Bloc Québécois,/Professionnelle - santé et services sociaux,11173,21.3,
2011,Quebec/Québec,Brome--Missisquoi,Nolan LeBlanc-Bauerle Conservative/Conservateur,/Political Aide ,6256,11.9,
2011,Quebec/Québec,Brome--Missisquoi,Benoit Lambert Green Party/Parti Vert,/Entrepreneur,1120,2.1,
2011,Quebec/Québec,Brossard--La Prairie,Hoang Mai NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Notaire,25512,41,
2011,Quebec/Québec,Brossard--La Prairie,Alexandra Mendès ** Liberal/Libéral,/Parlementaire,16976,27.3,
2011,Quebec/Québec,Brossard--La Prairie,Marcel Lussier Bloc Québécois/Bloc Québécois,/Ingénieur,10890,17.5,
2011,Quebec/Québec,Brossard--La Prairie,Maurice Brossard Conservative/Conservateur,/Homme d'affaires,7806,12.6,
2011,Quebec/Québec,Brossard--La Prairie,Kevin Murphy Green Party/Parti Vert,/Mécanicien d'ascenseur,900,1.4,
2011,Quebec/Québec,Brossard--La Prairie,Normand Chouinard Marxist-Leninist/Marxiste-Léniniste,/Camionneur,110,0.2,
2011,Quebec/Québec,Chambly--Borduas,Matthew Dubé NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Étudiant,29591,42.7,
2011,Quebec/Québec,Chambly--Borduas,Yves Lessard ** Bloc Québécois/Bloc Québécois,/Conseiller en relations de travail,19147,27.7,
2011,Quebec/Québec,Chambly--Borduas,Jean-François Mercier Independent/Indépendant,/Humoriste,7843,11.3,
2011,Quebec/Québec,Chambly--Borduas,Bernard DeLorme Liberal/Libéral,/Retraité,6165,8.9,
2011,Quebec/Québec,Chambly--Borduas,Nathalie Ferland Drolet Conservative/Conservateur,/Entrepreneur en traduction,5425,7.8,
2011,Quebec/Québec,Chambly--Borduas,Nicholas Lescarbeau Green Party/Parti Vert,/Appariteur,1072,1.5,
2011,Quebec/Québec,Charlesbourg--Haute-Saint-Charles,Anne-Marie Day NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Directrice générale,24131,45,
2011,Quebec/Québec,Charlesbourg--Haute-Saint-Charles,Daniel Petit ** Conservative/Conservateur,/Parlementaire,16220,30.3,
2011,Quebec/Québec,Charlesbourg--Haute-Saint-Charles,Félix Grenier Bloc Québécois/Bloc Québécois,/Candidat au doctorat,8732,16.3,
2011,Quebec/Québec,Charlesbourg--Haute-Saint-Charles,Martine Gaudreault Liberal/Libéral,/Spécialiste en affaires publiques,3505,6.5,
2011,Quebec/Québec,Charlesbourg--Haute-Saint-Charles,Simon Verret Green Party/Parti Vert,/Étudiant,832,1.6,
2011,Quebec/Québec,Charlesbourg--Haute-Saint-Charles,Simon Cormier CHP Canada/PHC Canada,/Entrepreneur,189,0.4,
2011,Quebec/Québec,Châteauguay--Saint-Constant,Sylvain Chicoine NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Agent de la paix,29156,52,
2011,Quebec/Québec,Châteauguay--Saint-Constant,Carole Freeman ** Bloc Québécois/Bloc Québécois,/Avocate,14957,26.7,
2011,Quebec/Québec,Châteauguay--Saint-Constant,André Turcôt Conservative/Conservateur,/Homme d'affaires et agriculteur,5756,10.3,
2011,Quebec/Québec,Châteauguay--Saint-Constant,Linda Schwey Liberal/Libéral,Chartered Accountant/,5069,9,
2011,Quebec/Québec,Châteauguay--Saint-Constant,Clara Kwan Green Party/Parti Vert,/Entrepreneur,923,1.6,
2011,Quebec/Québec,Châteauguay--Saint-Constant,Linda Sullivan Marxist-Leninist/Marxiste-Léniniste,/Commis de bureau,162,0.3,
2011,Quebec/Québec,Chicoutimi--Le Fjord,Dany Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Chiropraticien,19430,38.1,
2011,Quebec/Québec,Chicoutimi--Le Fjord,Robert Bouchard ** Bloc Québécois/Bloc Québécois,/Parlementaire,14675,28.8,
2011,Quebec/Québec,Chicoutimi--Le Fjord,Carol Néron Conservative/Conservateur,/Conseiller en communications,12881,25.3,
2011,Quebec/Québec,Chicoutimi--Le Fjord,Marc Pettersen Liberal/Libéral,/Menuisier-Graphiste,2852,5.6,
2011,Quebec/Québec,Chicoutimi--Le Fjord,Charles-Olivier Bolduc-Tremblay Green Party/Parti Vert,/Enseignant,780,1.5,
2011,Quebec/Québec,Chicoutimi--Le Fjord,Marielle Couture Rhinoceros/Rhinocéros,/Artiste-Graphiste,340,0.7,
2011,Quebec/Québec,Compton--Stanstead,Jean Rousseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Conseiller en ressources humaines,24097,47.6,
2011,Quebec/Québec,Compton--Stanstead,France Bonsant ** Bloc Québécois/Bloc Québécois,/Parlementaire,13179,26,
2011,Quebec/Québec,Compton--Stanstead,William Hogg Liberal/Libéral,/University Teacher,6132,12.1,
2011,Quebec/Québec,Compton--Stanstead,Sandrine Gressard Bélanger Conservative/Conservateur,/Formatrice,5982,11.8,
2011,Quebec/Québec,Compton--Stanstead,Gary Caldwell Green Party/Parti Vert,/Entrepreneur,1241,2.5,
2011,Quebec/Québec,Drummond,François Choquette NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Enseignant,24489,51.6,
2011,Quebec/Québec,Drummond,Roger Pomerleau ** Bloc Québécois/Bloc Québécois,/Parlementaire,10410,22,
2011,Quebec/Québec,Drummond,Normand W. Bernier Conservative/Conservateur,/Directeur général,7555,15.9,
2011,Quebec/Québec,Drummond,Pierre Côté Liberal/Libéral,/Consultant,3979,8.4,
2011,Quebec/Québec,Drummond,Robin Fortin Green Party/Parti Vert,/Maraîcher,987,2.1,
2011,Quebec/Québec,Gaspésie--Îles-de-la-Madeleine,Philip Toone NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Notaire,12427,33.8,
2011,Quebec/Québec,Gaspésie--Îles-de-la-Madeleine,Daniel Côté Bloc Québécois/Bloc Québécois,/Avocat,11650,31.6,
2011,Quebec/Québec,Gaspésie--Îles-de-la-Madeleine,Régent Bastien Conservative/Conservateur,/Enseignant,6292,17.1,
2011,Quebec/Québec,Gaspésie--Îles-de-la-Madeleine,Jules Duguay Liberal/Libéral,/Directeur en loisirs,5533,15,
2011,Quebec/Québec,Gaspésie--Îles-de-la-Madeleine,Julien Leblanc Green Party/Parti Vert,/Caméraman,913,2.5,
2011,Quebec/Québec,Gatineau,Françoise Boivin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Avocate,35262,61.8,
2011,Quebec/Québec,Gatineau,Richard Nadeau ** Bloc Québécois/Bloc Québécois,Parlementaire/,8619,15.1,
2011,Quebec/Québec,Gatineau,Steve MacKinnon Liberal/Libéral,Gestionnaire/,7975,14,
2011,Quebec/Québec,Gatineau,Jennifer Gearey Conservative/Conservateur,/Conseillère en communications,4532,7.9,
2011,Quebec/Québec,Gatineau,Jonathan Meijer Green Party/Parti Vert,/Ingénieur informaticien,639,1.1,
2011,Quebec/Québec,Haute-Gaspésie--La Mitis--Matane--Matapédia,Jean-François Fortin Bloc Québécois/Bloc Québécois,/Enseignant,12633,36.1,
2011,Quebec/Québec,Haute-Gaspésie--La Mitis--Matane--Matapédia,Nancy Charest Liberal/Libéral,/Avocate,8964,25.6,
2011,Quebec/Québec,Haute-Gaspésie--La Mitis--Matane--Matapédia,Joanie Boulet NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Étudiante,7484,21.4,
2011,Quebec/Québec,Haute-Gaspésie--La Mitis--Matane--Matapédia,Allen Cormier Conservative/Conservateur,/Préfet MRC de la Haute-Gaspésie,5253,15,
2011,Quebec/Québec,Haute-Gaspésie--La Mitis--Matane--Matapédia,Louis Drainville Green Party/Parti Vert,/Agronome et biologiste,707,2,
2011,Quebec/Québec,Hochelaga,Marjolaine Boutin-Sweet NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Guide-animateur,22314,48.2,
2011,Quebec/Québec,Hochelaga,Daniel Paillé ** Bloc Québécois/Bloc Québécois,/Parlementaire,14451,31.2,
2011,Quebec/Québec,Hochelaga,Gilbert Thibodeau Liberal/Libéral,/Gestionnaire,5064,10.9,
2011,Quebec/Québec,Hochelaga,Audrey Castonguay Conservative/Conservateur,/Ressources humaines,3126,6.7,
2011,Quebec/Québec,Hochelaga,Yaneisy Delgado Dihigo Green Party/Parti Vert,/Gérante,798,1.7,
2011,Quebec/Québec,Hochelaga,Hugo Samson Veillette Rhinoceros/Rhinocéros,/Étudiant,246,0.5,
2011,Quebec/Québec,Hochelaga,Marianne Breton Fontaine Communist/Communiste,/Étudiante,180,0.4,
2011,Quebec/Québec,Hochelaga,Christine Dandenault Marxist-Leninist/Marxiste-Léniniste,/Secrétaire,143,0.3,
2011,Quebec/Québec,Honoré-Mercier,Paulina Ayala NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Professeure/Enseignante en histoire et géographie,17545,36.4,
2011,Quebec/Québec,Honoré-Mercier,Pablo Rodriguez ** Liberal/Libéral,/Parlementaire,14641,30.4,
2011,Quebec/Québec,Honoré-Mercier,Martin Laroche Bloc Québécois/Bloc Québécois,/Acteur,8935,18.5,
2011,Quebec/Québec,Honoré-Mercier,Gérard Labelle Conservative/Conservateur,/Directeur de projets,5992,12.4,
2011,Quebec/Québec,Honoré-Mercier,Gaëtan Bérard Green Party/Parti Vert,/Administrateur,770,1.6,
2011,Quebec/Québec,Honoré-Mercier,Valery Chevrefils-Latulippe Rhinoceros/Rhinocéros,/Artiste visuelle photographe,181,0.4,
2011,Quebec/Québec,Honoré-Mercier,Jean-Paul Bédard Marxist-Leninist/Marxiste-Léniniste,/Enseignant,170,0.4,
2011,Quebec/Québec,Hull--Aylmer,Nycole Turmel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Consultante,35194,59.2,
2011,Quebec/Québec,Hull--Aylmer,Marcel Proulx ** Liberal/Libéral,Parlementaire/,12051,20.3,
2011,Quebec/Québec,Hull--Aylmer,Nancy Brassard-Fortin Conservative/Conservateur,Adjointe exécutive/,6058,10.2,
2011,Quebec/Québec,Hull--Aylmer,Dino Lemay Bloc Québécois/Bloc Québécois,Conseiller régional/,5019,8.4,
2011,Quebec/Québec,Hull--Aylmer,Roger Fleury Green Party/Parti Vert,/Retired Teacher,1125,1.9,
2011,Quebec/Québec,Jeanne-Le Ber,Tyrone Benskin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Acteur-Metteur en scène,23293,44.7,
2011,Quebec/Québec,Jeanne-Le Ber,Thierry St-Cyr ** Bloc Québécois/Bloc Québécois,/Ingénieur,12635,24.2,
2011,Quebec/Québec,Jeanne-Le Ber,Mark Bruneau Liberal/Libéral,/Homme d'affaires,10054,19.3,
2011,Quebec/Québec,Jeanne-Le Ber,Pierre Lafontaine Conservative/Conservateur,/Avocat,4678,9,
2011,Quebec/Québec,Jeanne-Le Ber,Richard Noël Green Party/Parti Vert,/Information Security Analyst,1377,2.6,
2011,Quebec/Québec,Jeanne-Le Ber,Eileen Studd Marxist-Leninist/Marxiste-Léniniste,/Représentente de vente,121,0.2,
2011,Quebec/Québec,Joliette,Francine Raynault NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Secrétaire exécutive,27050,47.3,
2011,Quebec/Québec,Joliette,Pierre A. Paquette ** Bloc Québécois/Bloc Québécois,/Économiste,18804,32.9,
2011,Quebec/Québec,Joliette,Michel Morand Conservative/Conservateur,/Directeur d'hébergement,5525,9.7,
2011,Quebec/Québec,Joliette,François Boucher Liberal/Libéral,/Agent de sécurité,3545,6.2,
2011,Quebec/Québec,Joliette,Annie Durette Green Party/Parti Vert,/Peintre,2227,3.9,
2011,Quebec/Québec,Jonquière--Alma,Claude Patry NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Retraité,22900,43.4,
2011,Quebec/Québec,Jonquière--Alma,Jean-Pierre Blackburn ** Conservative/Conservateur,/Parlementaire,18569,35.2,
2011,Quebec/Québec,Jonquière--Alma,Pierre Forest Bloc Québécois/Bloc Québécois,/Conseiller en sécurité financière,9554,18.1,
2011,Quebec/Québec,Jonquière--Alma,Claude Ringuette Liberal/Libéral,/Chauffeur-Déménageur,1043,2,
2011,Quebec/Québec,Jonquière--Alma,France Bergeron Green Party/Parti Vert,/Artisane,652,1.2,
2011,Quebec/Québec,Lac-Saint-Louis,Francis Scarpaleggia ** Liberal/Libéral,/Parliamentarian,18457,34.1,
2011,Quebec/Québec,Lac-Saint-Louis,Alain Ackad NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Engineer/,16253,30,
2011,Quebec/Québec,Lac-Saint-Louis,Larry Smith Conservative/Conservateur,/Entrepreneur,15394,28.5,
2011,Quebec/Québec,Lac-Saint-Louis,Bruno Tremblay Green Party/Parti Vert,/Entrepreneur-consultant en vente,2315,4.3,
2011,Quebec/Québec,Lac-Saint-Louis,Éric Taillefer Bloc Québécois/Bloc Québécois,/Stagiaire en droit,1689,3.1,
2011,Quebec/Québec,La Pointe-de-l'Île,Ève Péclet NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Étudiante,23033,48.3,
2011,Quebec/Québec,La Pointe-de-l'Île,Ginette Beaudry Bloc Québécois/Bloc Québécois,/Coordonnatrice,15475,32.5,
2011,Quebec/Québec,La Pointe-de-l'Île,Olivier L. Coulombe Liberal/Libéral,/Étudiant,4369,9.2,
2011,Quebec/Québec,La Pointe-de-l'Île,Mathieu Drolet Conservative/Conservateur,/Étudiant,3664,7.7,
2011,Quebec/Québec,La Pointe-de-l'Île,David J. Cox Green Party/Parti Vert,Small Business Owner/,898,1.9,
2011,Quebec/Québec,La Pointe-de-l'Île,Claude Brunelle Marxist-Leninist/Marxiste-Léniniste,/Enseignant,213,0.4,
2011,Quebec/Québec,LaSalle--Émard,Hélène LeBlanc NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Agronome,17691,42.1,
2011,Quebec/Québec,LaSalle--Émard,Lise Zarac ** Liberal/Libéral,/Parlementaire,11172,26.6,
2011,Quebec/Québec,LaSalle--Émard,Carl Dubois Bloc Québécois/Bloc Québécois,/Cariste,6151,14.7,
2011,Quebec/Québec,LaSalle--Émard,Chang-Tao Jimmy Yu Conservative/Conservateur,/Directeur général,5516,13.1,
2011,Quebec/Québec,LaSalle--Émard,Lorraine Banville Green Party/Parti Vert,/Consultante scientifique,946,2.3,
2011,Quebec/Québec,LaSalle--Émard,Yves Le Seigle Marxist-Leninist/Marxiste-Léniniste,/Concierge,288,0.7,
2011,Quebec/Québec,LaSalle--Émard,Guillaume Berger-Richard Rhinoceros/Rhinocéros,/Voyageur imaginatif,208,0.5,
2011,Quebec/Québec,Laurentides--Labelle,Marc-André Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Soudeur/,24800,43.8,
2011,Quebec/Québec,Laurentides--Labelle,Johanne Deschamps ** Bloc Québécois/Bloc Québécois,/Parlementaire,17799,31.5,
2011,Quebec/Québec,Laurentides--Labelle,Jean-Marc Lacoste Liberal/Libéral,/Homme d'affaires,7169,12.7,
2011,Quebec/Québec,Laurentides--Labelle,Guy Joncas Conservative/Conservateur,/Marchand d'art,5246,9.3,
2011,Quebec/Québec,Laurentides--Labelle,François Beauchamp Green Party/Parti Vert,/Préposé à l'accueil,1423,2.5,
2011,Quebec/Québec,Laurentides--Labelle,Mikaël St-Louis Marxist-Leninist/Marxiste-Léniniste,/Étudiant,149,0.3,
2011,Quebec/Québec,Laurier--Sainte-Marie,Hélène Laverdière NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Travailleur autonome,23373,46.6,
2011,Quebec/Québec,Laurier--Sainte-Marie,Gilles Duceppe ** Bloc Québécois/Bloc Québécois,/Parlementaire,17991,35.9,
2011,Quebec/Québec,Laurier--Sainte-Marie,Philippe Allard Liberal/Libéral,/Directeur des activités scientifiques,4976,9.9,
2011,Quebec/Québec,Laurier--Sainte-Marie,Charles K. Langford Conservative/Conservateur,/Chargé de cours à l'Esg de l'UQAM,1764,3.5,
2011,Quebec/Québec,Laurier--Sainte-Marie,Olivier Adam Green Party/Parti Vert,/Producteure-Réalisateur,1324,2.6,
2011,Quebec/Québec,Laurier--Sainte-Marie,François Yo Gourd Rhinoceros/Rhinocéros,/Foulosophe,398,0.8,
2011,Quebec/Québec,Laurier--Sainte-Marie,Sylvain Archambault Communist/Communiste,/Retraité,137,0.3,
2011,Quebec/Québec,Laurier--Sainte-Marie,Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste,/Journaliste,77,0.2,
2011,Quebec/Québec,Laurier--Sainte-Marie,Dimitri Mourkes Independent/Indépendant,/Artiste professionnel,73,0.1,
2011,Quebec/Québec,Laval,José Nunez-Melo NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Fonctionnaire,22050,43.3,
2011,Quebec/Québec,Laval,Nicole Demers ** Bloc Québécois/Bloc Québécois,/Parlementaire,11567,22.7,
2011,Quebec/Québec,Laval,Eva Nassif Liberal/Libéral,/Traductrice-Terminologue,9422,18.5,
2011,Quebec/Québec,Laval,Robert Malo Conservative/Conservateur,/Avocat,6366,12.5,
2011,Quebec/Québec,Laval,Jocelyne Leduc Green Party/Parti Vert,/Travailleur autonome,1260,2.5,
2011,Quebec/Québec,Laval,Yvon Breton Marxist-Leninist/Marxiste-Léniniste,/Traducteur,224,0.4,
2011,Quebec/Québec,Laval--Les Îles,François Pilon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Fonctionnaire,25703,47.6,
2011,Quebec/Québec,Laval--Les Îles,Karine Joizil Liberal/Libéral,/Avocate,11108,20.6,
2011,Quebec/Québec,Laval--Les Îles,Zaki Ghavitian Conservative/Conservateur,/Ingénieur,8587,15.9,
2011,Quebec/Québec,Laval--Les Îles,Mohamedali Jetha Bloc Québécois/Bloc Québécois,/Retraité,7022,13,
2011,Quebec/Québec,Laval--Les Îles,Brent Neil Green Party/Parti Vert,Fish Room Staff/,966,1.8,
2011,Quebec/Québec,Laval--Les Îles,Stéphane Bakhos Pirate Party/Parti Pirate,/System Administrator,369,0.7,
2011,Quebec/Québec,Laval--Les Îles,Polyvios Tsakanikas Marxist-Leninist/Marxiste-Léniniste,/Retraité,194,0.4,
2011,Quebec/Québec,Lévis--Bellechasse,Steven Blaney ** Conservative/Conservateur,/Ingénieur,25850,43.9,
2011,Quebec/Québec,Lévis--Bellechasse,Nicole Laliberté NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Éducatrice à la retraite,19890,33.8,
2011,Quebec/Québec,Lévis--Bellechasse,Danielle-Maude Gosselin Bloc Québécois/Bloc Québécois,/Retraitée,8757,14.9,
2011,Quebec/Québec,Lévis--Bellechasse,Francis Laforesterie Liberal/Libéral,/Directeur des ventes,3421,5.8,
2011,Quebec/Québec,Lévis--Bellechasse,Sacha Dougé Green Party/Parti Vert,/Étudiant,903,1.5,
2011,Quebec/Québec,Longueuil--Pierre-Boucher,Pierre Nantel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Recherchiste/,27119,51.9,
2011,Quebec/Québec,Longueuil--Pierre-Boucher,Jean Dorion ** Bloc Québécois/Bloc Québécois,/Sociologue,14181,27.2,
2011,Quebec/Québec,Longueuil--Pierre-Boucher,Kévan Falsafi Liberal/Libéral,/Représentant technique,5321,10.2,
2011,Quebec/Québec,Longueuil--Pierre-Boucher,Richard Bélisle Conservative/Conservateur,/Retraité,4339,8.3,
2011,Quebec/Québec,Longueuil--Pierre-Boucher,Valérie St-Amant Green Party/Parti Vert,/Perceptrice,1032,2,
2011,Quebec/Québec,Longueuil--Pierre-Boucher,Serge Patenaude Marxist-Leninist/Marxiste-Léniniste,/Retraité,228,0.4,
2011,Quebec/Québec,Lotbinière--Chutes-de-la-Chaudière,Jacques Gourde ** Conservative/Conservateur,/Parlementaire,22460,39.9,
2011,Quebec/Québec,Lotbinière--Chutes-de-la-Chaudière,Tanya Fredette NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Étudiante,21683,38.5,
2011,Quebec/Québec,Lotbinière--Chutes-de-la-Chaudière,Gaston Gourde Bloc Québécois/Bloc Québécois,/Avocat à la retraite,8381,14.9,
2011,Quebec/Québec,Lotbinière--Chutes-de-la-Chaudière,Nicole Larouche Liberal/Libéral,/Orthopédagogue,2866,5.1,
2011,Quebec/Québec,Lotbinière--Chutes-de-la-Chaudière,Richard Domm Green Party/Parti Vert,/Fonctionnaire,936,1.7,
2011,Quebec/Québec,Louis-Hébert,Denis Blanchette NDP-New Democratic Party/NPD-Nouveau Parti démocratique,/Analyste en informatique,23373,38.7,
2011,Quebec/Québec,Louis-Hébert,Pascal-Pierre Paillé ** Bloc Québécois/Bloc Québécois,/Parlementaire,14640,24.2,
